chrom	chromStart	chromEnd	gene symbol	strand	known	UCSC_cassette	NR	Under selection	UI len	exon len	DI len	minEvi (noEST)	inclusion	match known exon	overlap known exon	overlap CDS	AG/GU in hg19	hg19.cass	NMD classification	intron.phyloP	wobble.phyloP	GMM FDR
chr5	145233440	145243024	Zfp655	+	0		1	0	3447	193	5677	24	0.017202354		NM_001083958_4	1	1		NMD_in	0.506415	1.75383	0.137
chr5	145283351	145287399	Zfp498	+	0		1	0	2523	202	798	32	0.957446809	EX-666311-5965-6167[.][9]	EX-666311-5965-6167[.][9]	1	1		NMD_in	0.1580025	0.320209	0.767
chr5	147536400	147539372	Pan3	+	0		1	0	663	71	1968	61	0.027746948			0	1	CA-sr-chr13f-211[INC][2|8/433]	NMD_in	0.27985	0.830375	0.634
chr5	150728893	150736419	Pds5b	+	0		1	0	632	195	6477	24	0.009287926			0	1		NMD_in	0.1677725	0.0156	0.696
chr5	150801118	150805712	Pds5b	+	0		1	0	2814	74	1456	2	0.000273898			0	1		NMD_in	0.330443	0.49336	0.57
chr5	149632033	149633887	Hsph1	-	0		1	0	1419	119	117	156	0.009621861			0	1		NMD_in	0.0964515	-0.057675	0.754
chr5	144214244	144216378	Tecpr1	-	0		1	0	462	53	1318	19	0.003437607			0	1		NMD_in	-0.3911	-0.841882	0.651
chr5	143320230	143324310	Zdhhc4	-	0		1	0	2237	140	1279	3	0.998413957	EX-72881-10344-10484[.][1]	EX-72881-10344-10484[.][1]||EX-72881-10344-10470[.][11]	1	1	CA-sr-chr7f-336[INC][2489|2713/13]	NMD_in	-0.0212275	-0.0435778	0.825
chr5	143255497	143262906	Zfp316	-	0		1	0	5928	122	1177	6	0.002772086			0	1		NMD_in	-0.2404975	-0.105024	0.819
chr5	142750379	142755659	Tnrc18	-	0		1	0	1938	171	2637	24	0.007990479			0	1		NMD_in	0.476138	1.80658	0.132
chr5	142750379	142755659	Tnrc18	-	0		1	0	1472	182	3092	2	0.000513875			0	1		NMD_in	-0.1901375	-0.147633	0.831
chr5	142574796	142608752	Mmd2	-	0		1	0	33211	161	314	3	0.999647908	EX-75104-36406-36567[.][34]	EX-75104-36406-36567[.][34]	1	1		NMD_in	-0.0190455	0.236698	0.834
chr5	140635896	140649031	Ttyh3	-	0		1	0	89	156	12393	100	0.009625489			0	1		NMD_in	0.001862	-0.636596	0.577
chr5	140008688	140066004	Mad1l1	-	0		1	0	54329	90	2120	10	0.006375443			0	1		NMD_in	0.075425	0.855567	0.712
chr5	134363901	134380020	Gtf2ird1	-	0	cassetteExon_8692	1	0	3801	29	12127	3	0.969035331	EX-57080-83581-83610[.][64]	uc008zwg.1_20||EX-57080-83581-83610[.][64]	1	1		NMD_in	-0.065855	0.5909	0.772
chr5	134274538	134276428	Gtf2i	-	0		1	1	213	43	1520	35	0.013501965			0	1	CA-sr-chr7f-2027[INC][15|14/5311]	NMD_in	1.0191675	2.20386	0.000497
chr5	131443455	131445482	Auts2	-	0		1	1	1593	50	77	13	0.097605893	EX-319974-1101538-1101588[.][1]	EX-319974-1101538-1101588[.][1]	0	1		NMD_in	1.2043025	2.12925	2.37E-05
chr5	129882428	129887285	Chchd2	-	0		1	0	3027	237	1354	6	0.134020619		EX-14004-6287-6537[.][645]	1	1	CA-sr-chr7r-2667[INC][2|46988/126]	NMD_in	0.0860948	-0.140025	0.739
chr5	128988801	128991101	Stx2	-	0		1	0	1557	28	466	359	0.262001883			0	1	CA-sr-chr12r-105[INC][336|395/237]	NMD_in	-0.2063585	0.102667	0.817
chr5	124290845	124292407	Mphosph9	-	0		1	0	547	101	610	4	0.005826983			0	1		NMD_in	-0.2465915	-0.429697	0.799
chr5	123511315	123520172	Diablo	-	0		1	0	1975	329	5029	27	0.995954753	EX-66593-9099-9428[.][2]	uc008zny.1_3||EX-66593-9099-9428[.][2]||EX-66593-9331-9428[.][50]||EX-66593-9331-9360[.][1]||EX-66593-9099-9210[.][65]	2	1		NMD_in	0.10994	0.88189	0.702
chr5	122934732	122941068	Kdm2b	-	0		1	0	3302	23	2768	144	0.083499573			0	1		NMD_in	0.292685	0.5015	0.631
chr5	122934732	122941068	Kdm2b	-	0		1	1	3838	53	2202	23	0.015007657			0	1	CA-84678-63133-67597-67649-70715[INC][1/11]	NMD_in	0.6581775	1.53783	0.089
chr5	122800450	122802219	Anapc5	-	0		1	0	1158	74	304	39	0.003405794		uc008zml.1_8	0	1		NMD_in	0.457295	0.631292	0.364
chr5	122799338	122800593	Anapc5	-	0		1	0	577	90	309	3	0.002749542		EX-59008-23746-25001[.][1]	0	1		NMD_in	0.2400575	0.503067	0.7
chr5	121887353	121898355	Cux2	-	0		1	1	2610	213	7965	2	0.002210073		uc008zkn.1_2	0	1		NMD_in	0.80605	1.74583	0.0169
chr5	121538392	121539247	Mapkapk5	-	0		1	0	546	49	86	4	0.001905879			0	1		NMD_in	0.249797	-0.173437	0.46
chr5	121534334	121538490	Mapkapk5	-	0	cassetteExon_8620	1	0	2449	90	1423	151	0.949439143	EX-17165-12949-13039[.][26]	EX-17165-12949-13218[.][1]||EX-17165-12949-13039[.][26]	1	1	CA-sr-chr12f-3758[INC][275|1431/65]	NMD_in	0.413294	0.9234	0.452
chr5	121447140	121452474	Erp29	-	0		1	0	1739	215	2957	12	0.000920402			0	1		NMD_in	-0.01837655	-0.0355915	0.825
chr5	120683686	120695112	Dtx1	-	0		1	0	9233	126	1302	2	0.000678492			0	1		NMD_in	0.0233425	-0.320071	0.733
chr5	117382778	117383554	Rfc5	-	0		1	0	154	100	280	4	0.003556911			0	1		NMD_in	-0.210268	0.437029	0.731
chr5	116014913	116020467	Prkab1	-	0		1	0	2292	134	2965	70	0.962182604	EX-19079-9347-9481[.][35]	EX-19079-9347-9481[.][35]	1	1		NMD_in	0.09606585	-0.459467	0.558
chr5	113848526	113865761	Coro1c	-	0		1	0	13338	130	3539	2	0.999620385	EX-23790-59406-59536[.][84]	EX-23790-59406-59536[.][84]	1	1		NMD_in	-0.03417685	0.139674	0.837
chr5	108616908	108625091	Gak	-	0		1	0	1647	123	6208	4	0.961523205		EX-231580-9365-9480[.][72]	1	1		NMD_in	-0.202769	-0.0995854	0.829
chr5	107813545	107815708	Evi5	-	0		1	0	1488	62	454	32	0.012236158			0	1		NMD_in	0.16066	-0.008	0.698
chr5	100459585	100485855	Lin54	-	0		1	0	4818	124	20395	3	0.993039443	EX-231506-23318-23442[.][15]	EX-231506-23318-23442[.][15]	1	1	CA-sr-chr4r-1631[INC][265|7/55]	NMD_in	0.528894	1.51393	0.197
chr5	100407156	100416234	Sec31a	-	0		1	0	7989	80	753	8	0.99863353	EX-69162-11121-11201[.][8]	EX-69162-11121-11201[.][8]	1	1	CA-22872-3179-12329-12409-13344[INC][82/4][UPT]	NMD_in	0.147742245	0.949963	0.67
chr5	99967218	99976590	Hnrnpd	-	0		1	0	3542	97	5507	3	0.000192008			0	1		NMD_in	0.9322325	1.37773	0.00315
chr5	99967218	99976590	Hnrnpd	-	0		1	0	6249	57	2840	13	0.000597117			0	1		NMD_in	0.1988325	0.337842	0.731
chr5	99967218	99976590	Hnrnpd	-	0		1	0	551	73	8522	16	0.000874107			0	1	CA-sr-chr4r-1726[INC][9|6/6850]	NMD_in	0.5038275	0.93632	0.312
chr5	97949169	97960705	Antxr2	-	0		1	0	10415	30	953	4	0.01978022			0	1		NMD_in	0.2308975	-0.1437	0.513
chr5	89710656	89721853	Adamts3	-	0		1	0	9791	56	1066	10	0.010316875			0	1		NMD_in	0.23224	0.121667	0.637
chr5	89705190	89706782	Adamts3	-	0		1	0	481	50	814	2	0.001507538			0	1		NMD_in	0.00127275	0.119625	0.831
chr5	86152825	86154434	Uba6	-	0		1	0	987	51	367	54	0.032174364			0	1		NMD_in	0.242155	0.255941	0.662
chr5	83284220	83290031	Tecrl	-	0		1	0	1845	111	3753	2	0.25			0	1		NMD_in	-0.155865	-0.265378	0.824
chr5	76248341	76254441	Clock	-	0		1	0	1145	157	4609	19	0.012281836			0	1		NMD_in	0.1463735	0.0768302	0.74
chr5	71642258	71657289	Gabra4	-	0		1	0	14408	120	316	2	0.000386071			0	1		NMD_in	0.2980275	0.4198	0.611
chr5	70973424	71034797	Gabra2	-	0		1	0	28470	153	32479	7	0.97338403	EX-14395-92590-92743[.][6]	EX-14395-92590-92743[.][6]	1	1		NMD_in	0.1196175	1.1199	0.575
chr5	69579507	69585156	Gnpda2	-	0		1	0	2680	64	2537	44	0.017688047		EX-67980-12992-15778[.][1]	0	1	CA-132789-12483-14936-15000-18458[INC][1/59]	NMD_in	0.55731	1.36709	0.202
chr5	62646182	62649901	Arap2	-	0		1	0	2362	209	829	2	0.000791975			0	1		NMD_in	0.0648525	0.244652	0.816
chr5	52660629	52664321	Sepsecs	-	0		1	0	3274	67	94	3	0.007155635			0	1		NMD_in	0.4214845	0.329273	0.353
chr5	52562125	52564037	Lgi2	-	0		1	0	396	131	1241	21	0.006402049			0	1		NMD_in	-0.01920105	-0.0643409	0.823
chr5	45747055	45775521	Lcorl	-	0		1	1	1327	47	26710	19	0.005961719			0	1		NMD_in	0.796465	1.53406	0.023
chr5	41687720	41708155	Rab28	-	0		1	0	4370	97	15587	2	0.999594444	EX-100972-7621-7718[.][72]	EX-100972-7621-7718[.][72]	1	1		NMD_in	0.47097	1.21934	0.328
chr5	38391713	38436685	Slc2a9	-	0	cassetteExon_8294	1	0	37650	188	6877	7	0.898550725	EX-117591-106263-106451[.][9]	EX-117591-106263-106451[.][9]	1	1		NMD_in	-0.1168175	0.165	0.835
chr5	34178809	34184343	Mxd4	-	0		1	0	2725	91	2573	52	0.00574407			0	1	CA-10608-7031-9718-9854-12490[INC][1/40]	NMD_in	-0.3288645	-0.2618	0.78
chr5	33769360	33778668	Letm1	-	0		1	0	8315	76	405	30	0.0109375			0	1		NMD_in	-0.1165075	-0.576615	0.731
chr5	32739136	32764948	Pisd	-	0	cassetteExon_8245	1	0	23983	166	1250	9	0.136708574	EX-320951-47837-48003[.][14]	EX-320951-47837-48003[.][14]	1	1	CA-sr-chr22r-1280[INC][65|1825/1145]	NMD_in	-0.158135	0.885571	0.517
chr5	32739136	32764948	Pisd	-	0		1	0	22297	266	2836	175	0.078244044	EX-320951-46151-46417[.][5]	EX-320951-46151-46417[.][5]||uc008wzx.1_0	0	1		NMD_in	0.2870005	0.427523	0.629
chr5	31145972	31153742	Mpv17	-	0		1	0	5060	108	2411	10	0.001727968		EX-17527-8644-8691[.][1]	0	1		NMD_in	0.062524	-0.0225	0.79
chr5	30145234	30147416	Hadha	-	0		1	0	420	124	1433	4	0.001370717			0	1		NMD_in	-0.00919	-0.256512	0.781
chr5	25302705	25304741	Mll3	-	0		1	1	558	23	1158	201	0.091703057			0	1	CA-sr-chr7r-125[INC][32|31/439]	NMD_in	1.816595	2.69171	1.18E-11
chr5	25028464	25100642	Prkag2	-	0		1	0	40580	210	30684	2	0.135198822			0	1		NMD_in	0.56856	0.304657	0.104
chr5	24871493	24874010	Prkag2	-	0		1	1	1470	127	627	26	0.003170627			0	1	CA-sr-chr7r-145[INC][15|9/3439]	NMD_in	0.6288675	2.05088	0.0361
chr5	23987884	23991837	Fam126a	-	0		1	0	265	84	3322	5	0.00240616			0	1		NMD_in	0.0829128	0.187821	0.805
chr5	23565113	23675774	Srpk2	-	0	cassetteExon_8185	1	1	59329	64	51061	1601	0.720759028	uc008wqi.1_1	NM_009274_0||uc008wqi.1_1	1	1	CA-6733-3247-123025-123089-188109[INC][10/18]	NMD_in	1.688755	2.445	3.32E-10
chr5	23565113	23616390	Srpk2	-	0		1	1	532	54	50475	2	0.000972812			0	1		NMD_in	1.169825	2.05961	5.03E-05
chr5	21976529	21979060	Reln	-	0		1	0	471	115	1530	2	0.000846453			0	1		NMD_in	0.136185	-0.220385	0.638
chr5	20908106	20920162	Rsbn1l	-	0		1	0	85	55	11140	2	0.002110595			0	1		NMD_in	0.2585935	0.571056	0.681
chr5	9511457	9725266	Grm3	-	0		1	0	154355	856	57394	2	0.999468439	EX-108069-157578-158434[.][3]	EX-108069-157578-158434[.][3]	1	1	CA-2913-3959-145347-146203-197925[INC][2/3][UPT]	NMD_in	-0.10679245	0.389881	0.809
chr5	9569918	9725266	Grm3	-	0		1	0	134945	609	18801	35	0.991929905	EX-108069-138168-138777[.][3]	EX-108069-138168-138777[.][3]	1	1	CA-2913-3959-124092-124700-145347[INC][6/9][UPT]	NMD_in	0.2558955	0.698754	0.678
chr5	5248982	5373489	Cdk14	-	0		1	1	107735	143	16351	8	0.658616905		uc008wih.2_0	0	1		NMD_in	1.14957	1.83829	7.69E-05
chr5	5227163	5249228	Cdk14	-	0		1	0	4533	110	17081	2	0.000635728			0	1		NMD_in	0.147335	-0.0246486	0.708
chr5	4888836	4894167	Cdk14	-	0		1	0	533	95	4419	3	0.000348588			0	1		NMD_in	1.67609	0.833687	1.03E-12
chr5	4803384	4888980	Cdk14	-	0		1	0	28209	73	53823	4	0.000658545			0	1		NMD_in	0.0311925	-0.267792	0.747
chr6	3536831	3545642	Ccdc132	+	0		1	0	2895	119	5523	3	0.000560931			0	1		NMD_in	0.1621889	-0.070075	0.671
chr6	11926726	11953447	Phf14	+	0		1	0	14592	145	11713	15	0.993448351	EX-75725-18549-18694[.][16]	EX-75725-18549-18694[.][16]	1	1	CA-sr-chr7f-436[INC][2619|2602/2]	NMD_in	0.3081575	1.48069	0.342
chr6	11953287	11961661	Phf14	+	0		1	0	6481	112	1509	28	0.004384447			0	1		NMD_in	0.375715	0.545	0.499
chr6	12006984	12047944	Phf14	+	0		1	0	37358	26	3336	90	0.025739013			0	1		NMD_in	0.3950275	0.968333	0.473
chr6	15415869	15441977	Foxp2	+	0		1	0	17576	165	4102	2	0.001382488			0	1		NMD_in	0.3509675	-0.317982	0.189
chr6	17065148	17086222	Tes	+	0	cassetteExon_8835	1	0	17163	167	3493	2	0.004807692	EX-21753-20328-20495[.][2]	EX-21753-20328-20495[.][2]	0	1		NMD_in	0.7942275	0.526309	0.00643
chr6	22994517	23002746	Ptprz1	+	0		1	0	1517	66	3052	15	0.001604023			0	1		NMD_in	-0.015355	-0.105	0.816
chr6	29736147	29753675	Smo	+	0		1	0	16188	113	815	98	0.0932547			0	1	CA-sr-chr7f-3682[INC][11|28/85]	NMD_in	0.1377225	1.07676	0.604
chr6	29768442	29863251	Ahcyl2	+	0		1	0	85109	124	9003	12	0.0284597	EX-74340-88573-88697[.][1]	uc009bej.1_0||EX-74340-88573-88697[.][1]	1	1		NMD_in	0.4858125	1.33357	0.285
chr6	29768442	29863251	Ahcyl2	+	0	cassetteExon_8860	1	0	30532	146	63558	41	0.022513661	uc012ejf.1_1	uc012ejf.1_1	0	1	CA-sr-chr7f-3685[INC][30|30/687]	NMD_in	0.470345	0.794083	0.36
chr6	29896321	29903287	Ahcyl2	+	0		1	0	5995	139	638	2	0.00028169			0	1		NMD_in	0.5701675	0.752596	0.194
chr6	29896321	29903287	Ahcyl2	+	0		1	0	6511	132	129	54	0.008728441			0	1	CA-sr-chr7f-3691[INC][6|3/2745]	NMD_in	0.9156185	1.36457	0.00421
chr6	29903188	29906576	Ahcyl2	+	0		1	0	238	103	2879	11	0.002123142			0	1		NMD_in	0.506518	0.790853	0.301
chr6	30401908	30427795	Klhdc10	+	0		1	1	23398	37	2123	95	0.079008264			0	1	CA-23008-3301-27386-27423-29412[INC][2/6][UPT]	NMD_in	1.1101	2.36692	9.77E-05
chr6	37870810	37915297	Trim24	+	0		1	0	32058	119	11513	3	0.994376757	EX-21848-35722-35841[.][13]	EX-21848-35722-35841[.][13]	1	1		NMD_in	0.07430605	0.81225	0.728
chr6	47508972	47514902	Cul1	+	0		1	0	4524	94	1073	15	0.00136577			0	1		NMD_in	-0.03864	-0.299594	0.786
chr6	54863899	54878454	Znrf2	+	0		1	1	8445	74	5834	122	0.022774673			0	1	CA-sr-chr7f-789[INC][62|89/661]	NMD_in	1.014515	2.1992	0.000547
chr6	58874210	58876652	Herc3	+	0		1	1	466	84	1538	12	0.002117149			0	1		NMD_in	0.8122175	1.82604	0.0138
chr6	65083803	65090186	Smarcad1	+	0		1	1	1724	177	4191	104	0.04011635			0	1	CA-sr-chr4f-1868[INC][66|38/834]	NMD_in	0.946031	1.83202	0.00241
chr6	65831248	65869265	Prdm5	+	0	cassetteExon_9022	1	0	31543	80	6186	12	0.555555556	EX-70779-86953-87033[.][6]	EX-70779-86953-87033[.][6]	1	1		NMD_in	-0.0034551	0.597815	0.788
chr6	71496830	71505849	Rnf103	+	0		1	0	1180	111	7472	5	0.001027557			0	1		NMD_in	0.1259865	0.197541	0.779
chr6	71543853	71574236	Chmp3	+	0		1	0	16863	180	13038	223	0.978309503	EX-66700-20043-20223[.][86]	EX-66700-20043-20223[.][86]	1	1	CA-51652-160819-194725-194905-213643[INC][27/6][UPT]	NMD_in	0.05851455	0.432767	0.813
chr6	71560896	71579836	Chmp3	+	0		1	0	16654	115	1795	48	0.992728374	EX-66700-36877-36992[.][62]	EX-66700-36877-36992[.][62]||EX-66700-36892-36992[.][1]	1	1		NMD_in	-0.0463004	0.871526	0.65
chr6	83329869	83338444	Mob1a	+	0	cassetteExon_9087	1	0	4042	134	4071	0	1	EX-232157-11037-11171[.][53]	EX-232157-11037-11171[.][53]	1	1		NMD_in	0.243263	0.983356	0.621
chr6	84157138	84178494	Dysf	+	0		1	0	20602	29	650	7	0.708333333			0	1	CA-sr-chr2f-2147[INC][38|38/6]	NMD_in	0.327569	0.758889	0.587
chr6	86028727	86086044	Add2	+	0		1	0	53768	99	3014	3	0.999571	EX-11519-7631-7730[.][2]	EX-11519-7628-7730[.][11]||EX-11519-7631-7730[.][2]	0	1	CA-119-3358-58059-58178-64801[INC][243/7][UPT]	NMD_in	0.0640095	0.0355455	0.798
chr6	86419100	86420411	Tia1	+	0		1	1	560	119	511	76	0.046692607		EX-21841-17659-19193[.][1]	0	1	CA-7072-22589-23185-23304-23825[INC][4/26]	NMD_in	1.365175	2.41375	9.61E-07
chr6	86419100	86420411	Tia1	+	0		1	0	217	163	810	20	0.008813755		EX-21841-17659-19193[.][1]	0	1		NMD_in	1.339915	1.15973	2.28E-07
chr6	86423605	86425070	Tia1	+	0		1	0	673	76	541	2	0.999620277	EX-21841-23126-23202[.][35]	EX-21841-22387-23202[.][1]||EX-21841-23126-23202[.][35]	1	1		NMD_in	0.6723945	1.29627	0.0955
chr6	87067683	87073479	Gfpt1	+	0		1	0	5302	140	160	4	0.001222743			0	1		NMD_in	0.1160325	-0.0502128	0.737
chr6	91723281	91724976	Slc6a6	+	0		1	0	729	129	462	20	0.002967359			0	1	CA-6533-44266-45140-45269-46119[INC][1/35]	NMD_in	-0.12547	0.325721	0.815
chr6	92152314	92154514	Nr2c2	+	0		1	0	512	74	1331	82	0.014821273			0	1		NMD_in	0.07952	-0.020375	0.778
chr6	94535720	94576378	Slc25a26	+	0		1	0	13330	97	27138	9	0.010025063		EX-67582-51726-51882[.][2]	0	1		NMD_in	0.1174885	-0.0223333	0.743
chr6	95117905	95129787	Kbtbd8	+	0		1	0	3764	1109	3629	3	0.988970588	EX-243574-6833-7942[.][5]	EX-243574-6833-7942[.][5]	1	1	CA-sr-chr3f-2687[INC][19|122/5]	NMD_in	0.123875	0.667843	0.764
chr6	97807057	97941302	Mitf	+	0		1	0	20171	68	113526	6	0.116071429			0	1		NMD_in	0.2824175	0.497261	0.646
chr6	108413768	108416958	Itpr1	+	0		1	1	2223	38	595	31	0.004360993			0	1		NMD_in	0.64948	1.60183	0.0877
chr6	108423332	108431496	Itpr1	+	0		1	1	1614	68	6413	2	0.000190567			0	1		NMD_in	0.962365	1.50143	0.002
chr6	108432648	108438432	Itpr1	+	0		1	0	265	110	5228	2	0.000560852			0	1		NMD_in	-0.1627155	-0.505649	0.778
chr6	111358144	111495899	Grm7	+	0		1	0	40122	46	96404	2	0.000821693			0	1		NMD_in	0.07796796	-0.3106	0.677
chr6	113109884	113110525	Setd5	+	0		1	1	94	137	95	268	0.149462366			1	1	CA-55209-39232-39326-39463-39558[INC][1/2]	NMD_in	2.35507	2.39096	1.90E-20
chr6	113110373	113110924	Setd5	+	0		1	1	104	41	195	854	0.131638708		uc009des.1_0	0	1	CA-55209-39767-39871-39912-40105[INC][1/20]	NMD_in	1.885455	2.38331	8.57E-13
chr6	113121567	113128541	Setd5	+	0		1	0	5262	88	1251	3	0.000790322			0	1		NMD_in	0.1587105	0.1082	0.733
chr6	113128411	113138200	Setd5	+	0		1	0	138	98	9175	65	0.011489074			0	1	CA-sr-chr3f-187[INC][59|53/1491]	NMD_in	0.582647	1.41688	0.167
chr6	113137952	113144083	Setd5	+	0		1	1	3817	95	1500	2	0.000325119			0	1	CA-sr-chr3f-188[INC][299|2/1514]	NMD_in	0.90263	1.98513	0.00354
chr6	113255815	113257096	Mtmr14	+	0		1	0	723	108	253	26	0.010418506			0	1		NMD_in	-0.1150825	-0.206611	0.827
chr6	113378112	113380844	Arpc4	+	0		1	0	2276	146	95	6	0.001387137			0	1		NMD_in	-0.0442466	-0.225796	0.806
chr6	113709459	113710214	Tatdn2	+	0		1	1	178	98	121	574	0.107131537			0	1	CA-9797-32970-33171-33268-33392[INC][5/21]	NMD_in	0.961237	1.93139	0.00175
chr6	116376692	116392574	8-Mar	+	0		1	0	9370	71	6219	5	0.007554403			0	1		NMD_in	0.2948575	0.32925	0.596
chr6	125024032	125031022	Zfp384	+	0	cassetteExon_9308	1	0	1174	63	4478	45	0.093023256	EX-269800-20019-20082[.][1]	EX-269800-20019-20082[.][1]	1	1	CA-sr-chr12r-4511[INC][11|16/1552]	NMD_in	0.3741	0.703952	0.518
chr6	125145250	125149649	Iffo1	+	0		1	0	3069	84	406	179	0.052758114			0	1	CA-25900-3827-7580-7686-8082[INC][6/18][UPT]	NMD_in	0.3433625	1.29246	0.426
chr6	137420323	137426800	Ptpro	+	0		1	0	1961	144	4252	2	0.000877193			0	1		NMD_in	0.013952	-0.0320208	0.815
chr6	140534461	140536763	Plekha5	+	0		1	0	752	46	1287	3	0.026931926		uc009eod.1_0	1	1	CA-sr-chr12f-943[INC][2|6/1482]	NMD_in	0.127925	-0.251133	0.635
chr6	143186491	143195315	Etnk1	+	0		1	1	6226	101	2270	47	0.003860376			0	1		NMD_in	1.754315	2.27888	4.18E-11
chr6	147049827	147055991	Mrps35	+	0		1	0	4092	116	1755	31	0.008965779			0	1		NMD_in	0.6280475	0.581641	0.0915
chr6	149518905	149550425	Bicd1	+	0		1	1	1239	194	29803	119	0.163362411			1	1	CA-636-233456-234535-234729-263419[INC][1/10]	NMD_in	0.79763	1.57975	0.022
chr6	148183045	148188130	Ergic2	-	0		1	0	3858	234	732	23	0.005076947		NM_026355_11	1	1		NMD_in	0.1138425	-0.144359	0.706
chr6	146619839	146626250	Tm7sf3	-	0	cassetteExon_9482	1	0	4100	121	1863	54	0.937537538	EX-67623-15597-15718[.][30]	EX-67623-15597-15718[.][30]	1	1	CA-sr-chr12r-3874[INC][3|3146/17]	NMD_in	0.0852617	0.558825	0.793
chr6	146418417	146422864	Itpr2	-	0		1	0	1231	57	2901	3	0.009063444	uc009esa.1_5	uc009esa.1_5	1	1	CA-sr-chr12r-3916[INC][21|16/150]	NMD_in	0.532315	0.884053	0.266
chr6	145234247	145246816	Kras	-	0		1	0	9313	102	2853	4	0.00045097			0	1		NMD_in	0.123325	-0.581324	0.425
chr6	145234247	145246816	Kras	-	0		1	0	2672	104	9492	2	0.000350789			0	1		NMD_in	0.104925	0.565914	0.787
chr6	145234247	145246816	Kras	-	0		1	0	4803	135	7330	2	0.00045097			0	1		NMD_in	0.1673	0.0255333	0.7
chr6	144155096	144210328	Sox5	-	0		1	1	803	102	54107	8	0.964586357		NM_011444_0||uc009eqk.2_0	1	1	CA-sr-chr12r-3985[INC][2|388/18]	NMD_in	1.0431185	1.99526	0.000462
chr6	143844735	143907533	Sox5	-	0		1	0	45857	146	16539	6	0.99740091	EX-20678-351039-351185[.][16]	EX-20678-351039-351185[.][16]	1	1	CA-sr-chr12r-3989[INC][10|661/2]	NMD_in	0.0760867	0.558878	0.794
chr6	134541651	134566913	Lrp6	-	0		1	0	849	88	23660	9	0.006870229			0	1		NMD_in	0.308805	0.0307586	0.453
chr6	128325876	128326884	Tulp3	-	0		1	0	341	174	265	2	0.003337612			0	1		NMD_in	0.06411825	-0.00377586	0.792
chr6	124763726	124767102	Eno2	-	0	cassetteExon_9303	1	0	368	134	2606	14	0.858647792	EX-13807-5845-5979[.][40]	EX-13807-5845-5979[.][40]	1	1	CA-sr-chr12f-451[INC][50684|3/21]	NMD_in	0.005115895	0.436333	0.818
chr6	121410613	121444240	Iqsec3	-	0		1	0	30540	1109	1732	59	0.983681372	EX-243621-63062-64171[.][5]	EX-243621-63062-64171[.][5]	1	1		NMD_in	-0.089937	0.110092	0.84
chr6	118413078	118418617	Bms1	-	0		1	0	1866	80	2543	36	0.937888199	EX-213895-5875-5955[.][41]	EX-213895-5875-5955[.][41]	1	1		NMD_in	0.0235975	0.766185	0.739
chr6	116042870	116134457	Tmcc1	-	0		1	0	76794	166	13001	6	0.003823529			0	1		NMD_in	0.7927925	0.677055	0.0103
chr6	116024801	116043805	Tmcc1	-	0		1	0	17360	184	389	2	0.000601013			0	1		NMD_in	0.07800445	0.0102951	0.785
chr6	113774204	113789995	Atp2b2	-	0		1	0	10966	147	4193	9	0.000564653			0	1		NMD_in	0.007495	-0.419571	0.705
chr6	113176445	113194303	Lhfpl4	-	0		1	0	1770	108	15257	2	0.00258565			0	1		NMD_in	0.08909795	0.301833	0.807
chr6	113176445	113194303	Lhfpl4	-	0		1	0	416	127	16592	2	0.000215983			0	1		NMD_in	0.1504575	-0.184651	0.635
chr6	112750380	112759776	Srgap3	-	0	cassetteExon_9203	1	1	5075	103	4159	20	0.067976283	EX-259302-195593-195696[.][5]	EX-259302-195593-195696[.][5]	1	1	CA-9901-214623-219933-220036-224555[INC][1/3]	NMD_in	0.7178925	1.814	0.0362
chr6	112749361	112754673	Srgap3	-	0	cassetteExon_9202	1	1	4159	31	958	20	0.816479401	EX-259302-199855-199886[.][1]	EX-259302-199855-199886[.][1]	1	1	CA-9901-220036-224555-224586-225690[INC][1/2]	NMD_in	0.710325	2.142	0.0163
chr6	112749361	112750411	Srgap3	-	0		1	0	687	38	233	9	0.000998203			0	1		NMD_in	0.380835	0.114417	0.348
chr6	106784416	106790991	Crbn	-	0		1	0	5456	119	777	4	0.000592593			0	1		NMD_in	0.077255	-0.25459	0.704
chr6	98940994	98944720	Foxp1	-	0	cassetteExon_9170	1	1	2961	122	371	20	0.995912946	EX-108655-496688-496810[.][23]	EX-108655-496688-496810[.][23]	1	1	CA-27086-610049-614313-614435-614809[INC][1/1]	NMD_in	1.602955	2.27775	3.15E-09
chr6	98935273	98944720	Foxp1	-	0	cassetteExon_9169	1	1	4830	70	4278	1	0.999604821	EX-108655-498557-498627[.][25]	EX-108655-498557-498627[.][25]	1	1	CA-sr-chr3r-2636[INC][3|1679/2]	NMD_in	1.1987575	1.78942	2.64E-05
chr6	98939718	98941657	Foxp1	-	0		1	1	371	170	1206	134	0.019427256			1	1	CA-27086-614435-614809-614979-616184[INC][1/65]	NMD_in	2.302175	2.56737	5.13E-19
chr6	94654846	94663998	Lrig1	-	0		1	0	8456	225	324	6	0.00507958			0	1		NMD_in	0.0203225	-0.1908	0.78
chr6	91021396	91025358	Nup210	-	0		1	0	677	221	2803	6	0.003600111			0	1		NMD_in	0.0677025	-0.304878	0.693
chr6	86707402	86710652	Gmcl1	-	0		1	0	71	45	2926	2	0.009048294			1	1		NMD_in	0.394163	-0.227533	0.164
